MKTLOADRESPONSE	31213	0.02	07-MAY-26	107	0	96	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
REGLOCCALCRESULTS	298890	0.02	27-JAN-17	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTPLANLOCALEIRLPC	141950	0.02	12-FEB-19	0	0	0	0	0	0	BOTH AGREE ? DORMANT
GENBYFUELMIX_SUMMARY	299510	0.02	07-MAY-26	3590	0	0	1004	0	0	BOTH AGREE ? ACTIVE
MKTDALRPRODUCTCLEARED	154185	0.02	07-MAY-26	855	0	87	0	4	0	BOTH AGREE ? ACTIVE
SPINREPORT_T	537687	0.02	13-MAR-26	1644	0	1101	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTENODE	156714	0.02	09-MAR-26	12540	0	36	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTHOUR	118704	0.02	07-MAY-26	4272	0	3240	0	0	863088	DML TRACKED ? V$ SHOWS NOTHING
MKTUNITWINDHOURLY	43083	0.01	27-JAN-17	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTPNODE	38407	0.01	17-MAR-26	11	0	6	0	0	166309248	DML TRACKED ? V$ SHOWS NOTHING
MKTLOADRESPONSE_11082016	29277	0.01	27-JAN-17	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTBID	70020	0.01	29-DEC-18	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTCONEDCONTRACT	77712	0.01	29-DEC-21	3721	3865	0	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTREGMILEAGEHOURLY	222050	0.01	07-MAY-26	11214	0	4	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTLOADRESPONSEDEF	60016	0.01	07-MAY-26	86	0	34	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTUNITDESELECTLOG	65502	0.01	07-MAY-26	2753	0	0	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTWEATHERFORECAST	198780	0.01	07-MAY-26	13632	0	0	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTUNITSPINRAMPRATE	80874	0.01	29-SEP-22	2300	268	2335	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTPLANEMERGENCYDSR	93533	0.01	25-JAN-26	153	0	0	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTAGGRHOURLY	118711	0.01	07-MAY-26	750	0	79	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTCSMANALOG	86771	0.01	20-JUL-22	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTFLOWGATELOG	53216	0.01	28-MAY-19	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTAREANISF	56058	0.01	29-DEC-18	0	0	0	0	0	0	BOTH AGREE ? DORMANT
BKP_MKTLOADRESPONSEDEF_12_MAR_2026	60016	0.01	12-MAR-26	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTTRANSACTION	79314	0.01	14-AUG-25	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTDSRSPIN	57402	0.01	29-DEC-18	0	0	0	0	0	0	BOTH AGREE ? DORMANT
MKTBRANCH	43734	0.01	09-MAR-26	1094	0	104	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTUNITSYNCHRESVBIDHOURLY	89127	0.01	07-MAY-26	2347	0	2073	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
SPINREPORTDETAILS_DSR_T	142599	0.01	13-MAR-26	2559	0	1121	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTUNITCAPACITY	8120	0.01	07-MAY-26	1694	0	1694	0	6	0	BOTH AGREE ? ACTIVE
MKTUNITSPINBIDDAILY	140849	0.01	06-MAY-26	3330	2378	599	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTRTUNITSCHEDULEHOURLY	77053	0.01	07-MAY-26	4189	0	1899	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
MKTLRREGISTRATION	32470	0.01	07-MAY-26	100	0	89	0	0	0	DML TRACKED ? V$ SHOWS NOTHING
REGLOCBIDDATA_TEMP	368	0.01	27-JAN-17	0	0	0	0	0	0	BOTH AGREE ? DORMANT
